	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	B101	B102	B103	B104	B105	B106	B107	B108	B109	B110	B111	B112	B113	B114	B115	B116	B117	B118	B119	B120	B121	B122	B123	B124	B125	B126	B127	B128	B129	B130	B131	B132	B133	B134	B135	B136	B137	B138	B139	B140	B141	B142	B143	B144	B145	B146	B147	B148	B149	B150	B151	B152	B153	B154	B155	B156	B157	B158	B159	B160	B161	B162	B163	B164	B165	B166	B167	B168	B169	B170	B171	B172	B173	B174	B175	B176
SLC24A5	0.799830521	0.830610524	0.63080301	1.412464078	1.373472034	0.9015637	0.82270813	1.190722384	1.338713229	1.619605842	0	0.714431674	0.516662607	2.773538905	0.883175212	1.014899098	0.509872265	0.318678885	0.875812645	0.467127218	1.368823553	0.668221364	1.104556663	0.701137195	1.083962375	0	0.40455125	0.379200863	0.652132551	0	0	4.941310623	1.458106788	0.982568225	0.609935082	0	0	0	0	3.083788213	0.831513298	0.306595338	0.799085776	2.030053187	1.279831387	0.758934112	1.457068613	1.458203722	0.855413618	0.844089354	0	0	2.669380859	2.541202701	1.025662102	1.118686393	0.749821671	0.946975869	0.374703543	0	1.961695669	0.920346571	1.086639154	0.60442078	0.774094709	0.638141226	0.747864164	2.06004093	2.552484878	1.677278598	0.117870629	1.860371323	1.717876496	1.169545129	1.260976726	1.859195219	1.151628231	1.26103932	1.029268368	0.913226273	1.209532822	0.870514922	1.324079879	1.177750517	0	0.624750562	1.01741572	0.727022786	0.465000867	1.24505786	1.16851737	1.693984347	2.532555047	0	0.333779324	0.665705702	0.495393653	0.921513085	0.735722835	1.115100665	0.498369667	0.617560854	0.770980492	1.218283573	1.275275114	1.157589938	0.351687662	0.74167495	0.548165774	1.284886846	0.327209614	0	0	1.141001897	0.567886997	0.593158071	0.852008635	0.792129831	0	0	0	0.807299686	1.158129508	0.748431537	1.344756715	3.45144138	1.48182776	0.976299438	1.075014301	0.868263128	1.639550492	1.774195386	2.371162329	1.058530331	1.457364187	0	0.485467496	0.648996813	1.43855184	3.165908729	0.771352688	0	0	0	0	0	1.049290187	1.063877376	0.801190129	0	0.2167663	0.827832245	2.039610558	0	0.668304792	0.692413752	1.011777887	0.623346388	0	0.42531399	2.318061418	0	2.436892664	0.691402485	0	1.866494988	1.117619165	0.731055088	0	0	0.847198785	0	0	0	0.773405509	0.843614686
SLC25A20	2.218581632	5.079813244	0.236260178	0.905787132	1.303275456	1.369057764	0.680429411	0.747527708	0.318059514	0	0	3.992366942	2.61803269	0	0.801668416	1.621140294	0.611072686	1.375410377	0.545832418	0.377667044	2.014216677	0.65308271	0.96581964	0.722692397	0	0	0.686537484	3.077182583	0	0	22.24940394	0	0	0	0	0	0	0	0	2.667704944	2.224222289	0.819351022	0	0.752900422	0	1.352143727	1.538372208	0	0	0	0	0	0	0	1.370244635	0.75420819	0.485578263	0	0	4.229840687	11.50234223	0.588198672	0.17378991	0.864419873	0	0	0.634852347	1.673546251	0.607755309	2.145613132	0	1.471223288	0.403148931	0.269022665	0.368990999	0.718066843	1.037751037	1.081948376	1.145732396	1.200321898	1.057016885	0.32926237	4.961994727	0.566280638	0	0.973331483	1.691983462	1.102633981	1.161797088	0.453673841	1.9509283	0.032360165	2.298185896	0	1.863446015	0	3.183753515	0.233683075	0.535625051	0.338991443	0	1.958524676	0	0	2.404147871	1.687534539	0.517225176	1.02484143	0.255555368	1.313465718	0.832625568	0.916908985	0	2.9713766	1.018299675	1.226075846	0.775026552	0	0	0	0	0.936845772	0.667897875	0	0	0	0	0.543422082	2.877350358	2.295956414	0.409640372	0.936710223	0.468382156	1.923069147	0	0	0.934868349	0	0.674846622	7.273744883	0	3.940225969	0	2.645442882	0	0	1.627842946	1.792211129	0.41958688	1.204929354	1.168962392	1.09582582	2.153583199	0	0.675368161	1.493427954	1.053310374	0	0	0.728114896	0	3.31986566	16.97286978	0	0	0	0	1.19767069	2.050091876	0.437151525	1.063333456	0	4.047847428	0.729514374	0.52344305	0.837370917
SLC25A25	0.637305932	0.856577324	0.057739927	0.676259357	2.3158311	0.70650069	0.62070693	0.514711117	0.92235696	2.305373487	0	0	0	0	1.38758421	1.358818334	0.325893791	0	0.693573795	2.367998782	1.224571398	0.908488977	0	3.521475816	1.474753009	0	1.088128967	0	0	0	0	0	12.23602324	0	5.193224679	0	0	0	0	8.503084484	0	2.597976303	0	0	1.312619777	0	0	5.786470794	0	0	0	34.05018675	0	0	0	0	1.564264497	4.32415635	0	0	0	1.036687897	2.115317703	1.186716867	5.337383508	0	0.336134878	1.709729296	0	1.064999631	0	0	2.854955306	0.525917767	0	0	0.391854305	0.646721906	0.629539	0	7.046521417	0	2.117710132	0.877120842	0	0	0.537746034	0.565841718	0	1.493490377	0	1.157850543	2.28459448	6.383558392	0	0	6.647670841	0.224197241	0.872846262	0.703122862	0	2.854065349	1.718148331	2.604097144	0	0	0.998249172	0.421792672	0.913636007	0	0	0	0	1.541289361	0.583471621	2.320562583	0	0	0	0	0	1.70911032	0	5.418035015	0	0	0	0.575083777	1.805492041	1.835150068	1.35891394	1.198755165	3.072343804	0	0	0	0	0	0	12.02473563	0	4.566821883	0	0	0	0	1.498323439	1.870051636	1.378357469	14.34053732	0	0	3.443258255	0	0	2.390400265	6.824950456	0	0	0	2.388974797	5.354914861	0	6.204137553	0	0	0	1.438176315	0	0	0	0	0	0	0	1.697226788
SLC25A27	6.154658017	4.639252393	2.907090778	0.444009144	0.689995136	0.524410936	0.63374362	0.645986295	0.882222169	2.55522315	0	0	0.91869947	0	0.434609737	0.473967471	3.296925224	0.486564562	0.39437545	0	0	0.488945176	0.366079293	0.329701103	0	0	0	0.920719709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451633083	1.953767133	1.708365425	0	0	0	0	0	0	0	0.653049772	0.858574207	0	0	0	0	0.383882879	0.121841096	0.117619123	0	1.291648137	0.983489046	0.761792194	0.09471876	0.171655589	0	0	0	0.404000564	0.333222233	0.996045473	0.781331982	0.607833014	0.356602684	0.536012381	0	0	0.728526784	0.36157509	0	0	1.637184218	1.039967871	1.112652	0.978848659	0	0.528026271	1.737089213	0.99395485	0	0	0	0.376259797	0.119262765	0.746434252	0.414105241	0.388588453	0.236624034	0	0.993628029	0	0.134792535	1.052105863	1.158609539	1.011722945	0.766249329	0	1.477353742	0.444951891	1.233227294	0.873617405	0.364979361	0	0	3.055065365	0	0.354947938	30.13371949	3.236006229	19.74038162	0	0.341600988	2.555359723	1.051237259	7.944149048	0.363915814	0.19543032	0.980675462	1.185644494	0.488092267	0	0	0	0.797976139	0	0	1.187659405	0	0	8.729388144	1.062137155	0.774798605	0.475039638	1.142101005	0.71954668	0.529168952	0	0	0	0	0	0	0	2.120762051	0	0.845894709	0	0	0	0	1.108724516	0	0.664771491	1.66770166	0	1.099204779	3.342580836	0	1.125294792	0	1.154518366
SLC25A38	2.78384585	1.830428481	0.165562898	2.130753088	1.1267247	0.317098517	0.994978437	1.085564565	1.235037562	2.075050629	0	1.896420304	1.494265901	1.459688673	0.569036098	0.661016528	0.70246566	0.337055975	0.269930296	0.621552075	0.325967834	0.417379258	0.403500508	0.763346313	3.512364258	0	0.289765824	1.251385441	0	0	0	0	0	0	0.999426602	0.571652042	0	0	0	0	0	0.49689507	1.395062774	0	0.508335609	3.744242454	0	0	0	0	0	0	2.112035102	0	0	0	1.128160035	1.109439926	0.658014419	0	2.65028771	0.711293305	0.632783597	0.600187338	2.028716119	0.376329239	0.787936403	0.479814097	0.373311399	0.102996446	0	0.235443307	0.660666037	0.734379412	0.694505476	0.353212279	7.929517989	1.160578271	0.65213557	0.703754095	0.575680246	0.279117592	1.089138926	0.771250673	1.262731775	1.262029606	1.616016794	0.669360213	0.381191794	0.951715779	1.222264355	0	0.490461238	0	1.611084564	1.550751814	0.807829712	0.557983128	0.452607639	0.836791601	0	0.768384399	1.812106672	0.524715466	0	1.689707365	0.734083326	0.319020723	1.066406704	0.437847326	0.502640759	1.165872957	2.077706016	1.162182075	0.085807586	0.404331311	0.827129591	1.189167272	0	0	1.431502916	0.48694224	0	0.996312593	0	0	0.35395623	0.47370433	1.825005454	0.676202984	1.00840222	0.913680316	0.27373563	0.217898372	0.735589364	0	0.568612427	1.456614862	0.889393271	2.291323384	1.22740702	0.746378656	0	0	0	0.81422465	1.208940491	0.832205728	0.246214361	0.234772371	0.687195274	0.638678766	1.258626682	0	0.329089838	0.4325799	0.604320654	0.656991954	0	1.898734398	0.747503294	0.984623825	0	1.082124622	0	1.680637505	1.760646692	0.501326377	0	0	1.955414809	0	0	0.36761843	0	1.304159548
SLC25A40	1.673383389	2.399156344	1.104256202	0.72079295	0.963566439	0.99000995	0.955305524	1.134643055	1.216929667	0.506377059	2.852169164	0.600624151	1.45597233	1.915855271	0.63525639	1.243339148	1.513083084	0.392789799	1.362032784	1.131040029	0.512811842	0.252992367	0.719209386	0.163674319	2.629645973	2.75895146	0.770376374	0.461047732	0	1.697090096	0	6.016435225	0	0.601389231	4.101773873	0	4.503535929	3.856327944	0	0	0.502036661	0	1.033213106	0	0.762853154	1.01851421	0.3433146	0.861202199	0	0	0	0	0.773961897	0	1.848977169	1.07519234	0.659639603	3.23756945	0	0	1.386964192	2.066304167	0.933543842	0.897073428	0.799634403	0.660427364	1.38704515	0.75903832	0.582260436	1.196750408	0	1.130352224	0.832494728	0.726927875	0.28100396	0.437837922	1.058252964	0.697109941	0.542162658	1.059323497	1.653966357	0.348665397	1.275057077	1.25063526	2.543251317	0.646372684	2.082289386	0.603138067	2.666111787	0.49924563	1.585168183	1.431043811	0.437636873	0	0.698238784	0.223283722	1.251646276	0.603089187	0.674932348	0.891917569	1.306594271	0.348838944	0.626976859	0	0	0.238964319	1.093047839	1.401571305	1.760959591	0.358127224	0.414631654	0	0	1.115169644	2.196923269	0.051624545	0.455640582	25.53862088	1.440919441	0	0	1.203889506	1.976056806	0	0.345162093	1.961517532	2.02733223	0.945299762	0.797066916	1.328393309	0.839478076	0.806852625	0.866513429	0.545099519	0.42444161	2.822022452	0.658850119	0.744790861	0.351728431	2.334697813	0.700335747	0	0	0	0	0	0.801065469	0.765266276	0.593172346	0.3734616	2.834562507	0.757925619	0.501101058	0	0	0.440143598	1.368731207	0	1.964245348	1.002375689	0.697080316	0	0.990352869	0.869805307	1.956906409	0	1.702328269	0.597552196	1.166158813	1.328367031	1.048155491	3.369340571	1.511775978	1.195076145	0.239524654	0.873006447
SLC25A46	0.57438094	0.597617535	0.863587345	0.651037703	0.627791485	0.880061221	0.867271096	0.412465528	0.968248019	0.495524606	0	1.284517239	0.481699847	5.955193002	0.526431878	0.668496207	0.666516637	3.540642202	1.208784263	0.017831518	0.747493667	0.286173068	0	0.204983545	0.526638469	0	0.194336112	0.574794868	0	0	0	0	0	0	0.914802216	0	0	0	0	0	0.630138844	0.457937295	1.283536839	0.840931923	0.698076452	1.025716047	3.221037855	0	0	0	0	0	0	0	0.756185034	0.414907027	1.252531387	0	1.9141101	4.601185999	0	0.957393443	0.689769611	0.472327397	0	0.397483584	0.930483237	1.37128544	2.146504666	0.271768618	0.403937845	0.62768257	0.423395503	0.515426856	0	0.381532032	1.73294366	0.803825608	0.551090886	1.806687553	0.1425319	1.271707195	0.58335337	0.360308196	0	0.710930643	0.475356426	0.504538928	0.864111967	1.095205684	2.607842217	0.422937265	0.569332907	0	0	0	3.019373424	0.715513808	1.497771147	0.408708661	0.242220205	0.476653045	0	0	0	1.292893934	0.69697528	0.561869296	0.456131158	6.542953949	0	2.31896555	0	0	1.029081396	1.108589807	0.827812469	3.975827391	0	4.399379389	3.240441886	0.978442103	5.023861916	5.266918394	6.373497506	0	0.651646101	0.936206688	3.295298652	0.698204953	0.562926567	0.137893497	0	0	1.578531226	2.119897994	1.151701583	0	0.257531692	0	1.787018868	2.182095348	3.408913759	21.11091613	0	0	0.785591046	0.37955505	0.242143283	0.464271623	0.667557442	0.302189029	0	2.125750333	0.4596995	5.422583698	1.255327706	0	0	1.468976481	16.18785621	3.489694098	0	0	257.8983238	0	3.593846724	3.06720745	0	0	1.094794549	4.051465272	1.585004659	0.516399481	0.212707128	0.414635688
SLC26A2	0.691150523	0.620006296	1.178943759	0.994089806	1.360090749	1.008527093	0.971823228	0.943971702	0.783558457	0.738799553	0.569733625	0	0.927114089	2.384769976	0.792751582	0.845753422	1.011060927	1.010222182	1.081301244	1.45580693	1.026981231	1.16131349	0.987813217	0.629201747	1.142056559	0	0.577835475	1.190621959	0	0	0	0	2.257462887	0.749891319	0.643647368	1.261902211	0	1.696843693	0	1.651622692	0.858071016	0.313151892	1.705188843	1.003396724	0.648098651	0.441500984	0.596225194	1.480584895	0	0.425948152	0.557105239	0.975443434	1.326559071	0.697470562	1.392709625	1.592506461	1.405631127	1.296903759	0.8523158	2.147571944	0	1.14868408	1.286674274	0.732598363	0.123573692	0.17224082	0.963588598	0.996335929	0.864004028	1.181158967	1.632160965	1.101770691	0.758495313	0.778883777	0.777658948	0.777412633	0.871846344	0.745863843	0.805402567	1.580639221	0.486284687	1.344615437	0.836254678	1.169215164	1.949433709	0.789499498	0.841559621	1.112998622	1.393346825	1.160256755	0.650169432	0.634613742	0.355458811	1.509792012	0.863005082	1.877823442	0.346788976	1.231808741	1.056265279	1.042203391	1.02797927	0.603427398	1.141091243	0.113370362	0.268726734	0.84188336	1.041781801	0.810843361	0.627447024	0.464121977	0.369231157	0.533656086	0.29460678	2.07302498	0.533239683	0.629997319	0.777214902	1.232758702	0	0.335702513	0.465670085	0.902027019	0.13049638	1.305830375	0.284351441	0	1.277133936	0.784950089	0.260338844	1.558041964	0.825704069	1.739435573	1.902603044	0.522646221	0.858752706	3.597187205	1.630748267	0.890187559	0.976986141	0	0.752058906	0.257206008	0	0	1.43415126	0.721975993	1.465700036	3.95901398	0.349724502	0.33007282	1.567160531	1.877065361	0.775587422	0.57425673	1.021768223	0.760797643	1.252099829	0.965143261	0.628340024	0.880038867	0.377951329	1.013389602	0.436501236	0.37360752	0	1.748861683	1.450868359	1.863412437	2.85524376	3.274974919	1.025735214	0	0	1.727650592	0.886097045	0.37357416
SLC26A3	2.963213351	1.755043783	0.581606747	0.827433095	1.22261279	1.160013281	1.355815599	0.454129702	0.600183956	0.787904038	0.974984833	0.413405383	1.154102177	0.502431006	1.820946279	2.383727638	1.886330505	1.366294618	1.296399988	2.824848179	2.016384031	0.829791535	1.158585006	2.082969633	1.886601535	1.726415938	1.417112554	2.813286067	0.732508106	0.559365954	0.658520026	11.16359808	1.559938327	0.264868673	0.748397486	0.602348346	3.542119851	4.871179842	2.105056414	2.471315417	2.162262359	2.068412965	4.517938605	6.500057024	2.281456391	1.055515457	1.14792201	3.411949041	0.33467154	0	2.656429098	2.836986995	2.482021767	2.825802754	4.998828893	3.150911636	1.78979645	1.59483414	0.409002253	2.379653074	13.72941438	1.090773555	0.922495058	1.997671057	0.848818834	0.563393317	0.784996166	1.5227817	0.342033739	0.683948309	0.200242757	0.332226624	0.622726743	0.646591383	0.595911275	0.754506333	0.303013792	0.706315168	0.875149905	0.484658979	0.266984015	0.41382835	0.512763519	0.770166059	0.815681438	0	0.343379531	0.411584919	0.231995611	0.854184127	0.631492847	0.892888721	0.929966118	1.940693968	0.194947689	1.614625177	1.303862604	0.992585179	0.546253817	0.55343948	0.216604732	0.907533562	0.766654167	0.614044748	1.286213124	2.128087128	1.218414485	0.584749464	1.205130318	0.750659132	0.81514432	0.263051137	0.816825991	0.030465105	1.941552668	1.285851861	1.613284669	0.598810489	0	0	1.142225664	2.132683076	0.204991809	0	0.556982761	0	0.736278251	0.774142956	1.22700079	1.668149824	1.56884813	0.46810343	0.643536431	0.752310652	1.541860937	0.106641321	1.325186324	1.746340652	0.99456251	0	0.307048989	0.190579007	0	0	0	0.74278199	1.558705709	0.716020386	0.621397157	0.297645795	0.730031977	0.550999406	1.081408143	2.440790268	0.602064721	0.508773794	1.005919303	0.594557333	2.792507603	0.676074086	0.850112257	0.490176449	0.31650807	0	0	2.362246924	0.53838989	0.78145546	1.093683663	0.386876795	1.715549042	2.953026284	2.671964042	0.4262482	0.448942443	0.12600246
SLC30A7	1.383088053	1.097300362	0.310287269	0.907411104	1.220897332	1.257166768	0.985380393	0.81243169	0.990783314	0.615639941	0	0	0.785117143	0	0.936021939	0.809313051	0.423479361	0.762719921	0	0.502756135	0.570744946	1.006690184	0.562941086	0	0	0	1.486815128	1.40239615	0	0	0	0	0	0	2.246094035	1.329406202	0	0	0	0	0	0	0	0	0	0.616087804	1.216514095	2.649781843	3.077121997	0	3.940979636	0	0	0	0	0.970915497	0.668526903	0	0	5.003541973	0	1.153320404	1.171785854	0.797963516	1.169635639	0	0.333508293	0.907387643	1.585704982	1.621285145	2.832684008	0.442320786	0.503807454	0.411316758	0.547501384	0.931161984	0.516421763	2.171164215	1.750395806	9.848942504	1.562615996	0.651708469	1.024518842	1.461916569	0	0.706658128	1.036633632	0.243110439	0.938965368	1.385826942	0.709593082	1.495813191	1.197324574	1.951443246	0	2.95981013	1.835182681	0.215331977	1.231745338	0.167403415	0	1.764188823	1.15127661	0	0	0.795609118	0.642011751	1.055260065	1.914671275	1.544830011	2.459076355	0	0	2.110309354	2.186136865	2.286558476	0	0	0	0	0	1.316818883	0.936882779	0	0	0	0.559558383	0.496476223	0	1.623516501	0.579627835	0.507573642	1.277292986	0.499096862	0	0	0	2.196457373	0.831529868	0	0	0	0	0	0	0	1.068658914	1.49011336	1.787550553	2.823023637	0.828355066	0	1.476081019	0	0.405395571	3.131419493	2.889759449	1.576978126	0	0	0	0	0	2.539090301	0	0	0	0.601159268	0	2.010498842	0	0	6.353104134	0	0	1.453524298
SLC35A5	1.075274976	1.499079511	0.957466177	0.795184235	2.060167077	1.505688745	0.776626852	0.934642092	1.37303043	0.762008124	0	0.29706922	1.047596363	0	0.838669771	1.418562077	2.951500695	0.13158157	0.837277521	0.390320092	0.701311828	0.778268142	0.886304275	2.220775976	1.453832886	0	0.882230706	0.969430793	2.485947171	3.531217928	0	0	1.8378351	3.989870141	0	0.885519979	9.365446033	0	0	2.542755457	0.522676232	0	2.171695232	2.49214679	0.38877381	0.420623994	0.35370015	1.784429866	0	0	0	2.503269031	1.620456862	0	0	1.759746126	0.573900847	0	0	1.82680971	3.051544032	2.366950209	1.62694807	1.107242311	0	1.696563759	0.843458656	0.822595579	0.482746007	0.281456096	0	1.222423413	0.950786962	0.600437262	0.410189777	0.573457049	0.563047006	0.686380472	0.913065943	0.877926991	1.484825906	1.468792584	0.553595154	1.447402092	0	1.066712414	1.083588658	0.553660741	0.728094139	1.142965411	1.016461983	1.443141761	1.582136478	0	1.317668965	2.182687315	0.869296658	1.102021303	0.704397705	0.385382224	0.494995095	2.270086246	1.318492384	0	0	0.97758792	0.551266669	1.286294286	0.433118662	0	0.802726484	0.442928005	4.617028844	0	0.646707479	1.248503752	1.831824349	0	0	0.797316844	0	0.962410775	0.959733498	0	0	0	1.587267578	0.959144588	0.272288137	1.310844591	1.191562636	0.875101696	1.162679094	0	0.725248248	0	2.690796469	0.546644463	1.171255851	1.835897319	0	0.712442414	0	0	6.909944791	0	0.751621141	1.633816643	0.614122558	0.481718281	0.424540965	0.63073875	0.511502276	1.956864856	0.287505104	1.452112447	1.972533131	0	1.079208569	1.781330343	1.388516872	0.795698802	1.017824903	0	1.970451677	0.620498018	0	1.287018483	1.88178641	1.8438434	0.657941463	0	0	0.537427501	0	1.292455415
SLC35C2	0.908631004	0.666636107	1.637875136	1.987393813	0.355013949	1.363991605	0.574800647	1.223976811	0.452645294	0	0.711135488	0	0.322897433	0	1.011323047	0.569041997	1.151456708	0	0.970943315	0.358479212	0	0.66644017	0.437452507	0.781002545	0	0	0.35238388	0	0	0	0	0	0	0	0	0.961827582	0	0	0	0	1.143951063	0	0	0	2.638236148	1.430484948	2.390538437	0	0	0	0	0	1.777653832	0	0	1.5799868	0.794855745	0	0	3.979947108	0	1.043925299	2.436820256	0.549369404	4.404750576	2.431860524	1.509220869	0.66253818	1.279989049	0.17685929	1.547687076	0.543309581	0.79579843	1.164295345	1.234061983	1.234620618	1.576852126	0.925203855	2.364163484	1.256493527	0.359551813	2.412418575	0.954638051	0.69039119	10.35753614	2.183173713	1.080317269	0.829605175	0.579567697	0.773998769	0	0.409214556	0	0	0	0	0	0.548033662	1.796694394	0.718301303	0.014176107	2.752258415	0.309671289	0	0	0.690677771	1.187047062	0.753332562	0.608648159	1.190644648	1.035444846	0	6.273108295	0	1.449464395	0.48663439	0	0	0	0	0	1.026340148	3.022608111	0	0	5.202534131	0.44406937	0.369904807	1.486467613	0	3.202331629	0.990812927	1.461991466	1.961560735	1.206028544	0	0	0.842044034	0.311989174	0	0	0	0	0	0	0	1.007534975	0.698575812	1.352663722	0	0	0.555881827	3.557733844	3.026781082	1.021949917	0.993995165	1.092390516	0	0	0.769420928	0	0	0	1.998540185	0	1.285000586	0	1.230569546	0	3.546498292	1.197436857	0	6.165117007	0.980350522	0	0.773822978
SLC38A2	0.992727025	0.274653633	1.230547007	1.521019095	1.037487732	0.583704132	0.442489557	0.579767801	0.847349829	1.098857988	5.496248007	2.870789043	0.836343599	0	1.041730014	1.37427345	1.010184613	0.71853706	1.278475654	1.665912307	1.017019118	0.917851548	1.062965512	0.836023717	0.825441983	3.865944992	1.820541621	0.508292553	0	0	2.16687428	0	0	0	0	0	0	0	0	0	0.550485419	0	0	2.23459233	0.627419936	0.222668441	0	0	0	0	1.391088237	2.668072249	0	1.648800312	5.882736629	2.463473184	1.774925609	1.253803259	2.278691846	0	2.143844708	1.010819958	0.627692005	1.988342957	0.392405859	0.647773712	0.656716695	1.129345594	2.2590813	1.18508925	0.507990604	1.11469714	0.998303204	0.496493345	0.533762213	1.171689471	1.876963965	0.817518267	1.544598203	0.997520823	0.744902813	0.840622568	0.365303465	0.892742169	0	3.590968833	0.931005798	0.622631	2.310656139	1.528972675	0.030741343	0.941633363	1.704178648	4.317617118	0.918387357	0.439672586	0.327005201	0.544263349	0.454096769	0.857903647	0.430654118	1.54331368	1.149130887	0	1.799062538	1.274424062	1.195418904	1.163037736	1.077832502	0.211752879	0	0	2.779739375	1.699728816	2.162806863	3.34054027	2.293990948	0	0	0	1.115241324	1.559348965	0.667065335	0	0	0	0.404837108	1.02969187	0	1.128890766	0.437641038	0.457075064	0.209451347	1.075695946	1.183829729	1.720389436	0.436363287	0.764668098	0.887911922	0	1.270960557	0	0	0	0	0.013554635	0.892433055	1.027208777	1.256673684	0	2.359272003	0.816296962	1.564154305	0	0.580051351	1.083435013	1.004658292	1.089581753	1.032918679	0.416000105	2.193281629	0	0	0.892872502	0	0	2.938125914	1.420652929	3.538939915	0	0.753694827	0	0	0.581731259	1.819761235	0.2028732
SLC39A6	1.047943205	1.266644592	0.845398787	0.943747281	1.820631571	0.800271071	1.243732349	1.004885849	0.974430908	0.714663828	1.384594542	1.264506146	1.818584935	2.785790767	0.785914528	1.214152232	0.802483861	0.881052216	0	2.19620539	1.351634978	0.849186442	0.74515638	2.571277837	0.351625206	2.169586637	1.102974392	1.113177291	0	0	0	0	0	0.487016773	0.60716891	0.68450369	0	0	0	0	0.805420231	0.595278112	0.822141724	1.450189175	0.507584052	0.328026445	0.822925178	2.873443261	0	0.799430378	2.070538735	0	1.870529166	0.748607148	0	1.017021575	1.306231479	1.922629627	0.436278495	0	0	0.969265593	0.908048109	1.05720348	1.822360258	0.493266764	0.979580236	0.741806054	0.782956587	0.435748503	1.51315618	0.152212195	0.600607016	0.583175279	0.854691773	1.403785737	0.791378184	0.673983148	1.392085789	1.357924277	1.118369038	0.668396534	1.024122088	1.266990897	0	0.596676148	0.907555388	1.258262728	0.956949246	0.89324739	1.700697368	1.033624451	1.739193227	0	1.286134883	0	1.739597037	1.097729293	0.806736275	1.226025225	0.798392723	0.613263516	0.558959253	0.290322505	0.402036793	0.760091584	1.17741713	0.760396479	0.63666023	0.398078488	0	1.385086911	0.617518602	1.113235615	0.787932772	1.10619078	1.006740736	1.492697723	0	12.57044395	0	0.819459989	0.735923284	0	0.536256207	0	0.889693501	0.478865356	0.188945364	0.61722204	1.493653381	0.747723401	0.495798458	0.523332629	1.393139335	0	0	0.873031144	0.951690352	3.641648237	0.522678727	0	0	0	5.245266266	1.721143877	0.77024616	0.876678859	0.462172543	0.866717424	0.424421714	0.776813631	0.763552377	1.040886395	1.070464192	1.367028783	1.146624162	3.353757886	1.654577039	1.231445311	0.537968288	0	0	1.333237405	0	0.887003963	0.867021823	0.91584152	1.869357667	0.427180685	0.945264107	0	0.747136788	0.980086002	1.487155811	2.316811807
